obligor_id,facility_id,obligor_name,obligor_type,tin,industry,sub_industry,country,credit_score,exposure_amount,outstanding_amount,status,risk_grade,created_date,review_date
OBL-00295,FAC-0027,Summit Enterprises Inc.,Corporate,56-8038277,Government,Federal Agency,Australia,664,43807028.32,6081741.34,Active,Sub-Investment Grade,2021-08-07,2022-06-21
OBL-00296,FAC-0039,Meridian Ventures Group,Non-Profit Organization,97-6051155,Real Estate,Commercial REIT,South Africa,577,171066508.22,124272104.87,Defaulted,Sub-Investment Grade,2023-04-27,2024-04-12
OBL-00297,FAC-0036,Apex Enterprises Corp.,Corporate,29-9445363,Technology,Semiconductors,United Kingdom,526,251720331.93,67296643.37,Restructuring,Investment Grade,2021-05-22,2023-01-13
OBL-00298,FAC-0020,Vector Financial PLC,Government Entity,56-3332267,Transportation,Airlines,United States,752,1351490568.05,149660508.79,Watchlist,Distressed,2017-01-12,2017-07-28
OBL-00299,FAC-0059,Continental Dynamics LLC,Corporate,26-2318772,Manufacturing,Aerospace,Japan,735,179202224.59,20190185.32,Defaulted,Investment Grade,2021-03-21,2022-02-09
OBL-00300,FAC-0033,Vector Partners PLC,Corporate,18-6060776,Technology,Software,United States,310,95655317.2,9797640.57,Restructuring,Investment Grade,2022-09-18,2023-05-16
OBL-00301,FAC-0059,Horizon Financial Group,Corporate,74-5057108,Technology,Hardware,Germany,817,162015135.09,4503398.67,Watchlist,Investment Grade,2021-04-08,2022-07-16
OBL-00302,FAC-0069,Pacific Technologies AG,Non-Profit Organization,70-7148229,Technology,Software,UAE,489,173041989.37,46334406.92,Active,Investment Grade,2022-05-05,2022-11-05
OBL-00303,FAC-0009,Pacific Logistics Corp.,Special Purpose Vehicle,27-9318412,Energy,Utilities,United States,669,30158553.86,6519570.68,Defaulted,Sub-Investment Grade,2021-07-09,2022-11-22
OBL-00304,FAC-0056,Nexus Resources AG,Financial Institution,47-8180005,Transportation,Airlines,Brazil,493,287330230.54,105031284.67,Restructuring,Investment Grade,2022-09-03,2024-01-15
OBL-00305,FAC-0005,Nexus Pharmaceuticals Corp.,Corporate,28-7623837,Telecommunications,Media,United Kingdom,710,906783651.68,423527772.13,Defaulted,Distressed,2019-07-29,2021-03-05
OBL-00306,FAC-0054,Pacific Resources S.A.,Government Entity,73-5672762,Technology,Hardware,Brazil,579,476324452.58,153233606.89,Restructuring,High Yield,2022-11-16,2024-07-01
OBL-00307,FAC-0029,Pacific Systems GmbH,Financial Institution,39-3258353,Manufacturing,Industrial Equipment,United States,330,974877120.16,136488055.59,Active,Investment Grade,2021-11-19,2022-09-05
OBL-00308,FAC-0097,Vantage Analytics Corp.,Non-Profit Organization,19-9723295,Technology,Cloud Services,Canada,804,262976169.9,169683833.63,Restructuring,High Yield,2022-09-04,2024-01-07
OBL-00309,FAC-0051,Stellar Partners S.A.,Financial Institution,50-7313879,Healthcare,Hospitals,United States,753,854278646.86,440223633.75,Active,Investment Grade,2017-12-13,2018-07-13
OBL-00310,FAC-0065,Vector Innovations Corp.,Special Purpose Vehicle,96-9230125,Banking & Finance,Investment Banking,India,781,192236822.82,78653131.26,Active,Distressed,2022-06-09,2024-01-08
OBL-00311,FAC-0041,Premier Ventures Inc.,Corporate,85-1756962,Energy,Oil & Gas,United States,431,906216165.92,835827837.49,Restructuring,Sub-Investment Grade,2022-10-02,2024-03-26
OBL-00312,FAC-0004,Summit Industries Ltd.,Corporate,40-6236161,Manufacturing,Automotive,Hong Kong,386,132504772.95,43446443.57,Defaulted,Investment Grade,2021-02-28,2022-10-22
OBL-00313,FAC-0025,Horizon Pharmaceuticals S.A.,Corporate,12-8880256,Real Estate,Commercial REIT,Australia,322,18697556.27,5792708.53,Active,High Yield,2023-01-23,2024-09-26
OBL-00314,FAC-0047,Apex Aerospace AG,Non-Profit Organization,95-6696526,Government,State Authority,South Korea,470,228009795.13,105783020.93,Watchlist,Sub-Investment Grade,2023-01-03,2024-01-28
OBL-00315,FAC-0091,Allied Dynamics PLC,Corporate,48-7744899,Manufacturing,Industrial Equipment,Netherlands,531,1016652592.71,940812241.64,Watchlist,Investment Grade,2018-05-25,2020-05-22
OBL-00316,FAC-0061,Allied Financial Corp.,Government Entity,48-9466446,Government,Federal Agency,Singapore,607,81720043.69,62199281.67,Active,Distressed,2022-12-04,2024-08-12
OBL-00317,FAC-0002,Global Manufacturing AG,Non-Profit Organization,33-9375247,Manufacturing,Aerospace,United States,518,14854168.41,7272612.3,Defaulted,High Yield,2023-02-08,2024-02-07
OBL-00318,FAC-0034,Premier Healthcare S.A.,Corporate,18-4415137,Real Estate,Property Management,Chile,722,136780867.56,60096363.56,Active,Sub-Investment Grade,2021-11-21,2022-10-21
OBL-00319,FAC-0100,Premier Logistics GmbH,Special Purpose Vehicle,65-8080306,Energy,Utilities,Netherlands,337,338737020.33,48257876.75,Active,Investment Grade,2021-01-09,2022-03-16
OBL-00320,FAC-0065,National Services GmbH,Non-Profit Organization,12-1928237,Real Estate,Residential REIT,Brazil,385,825842652.32,217926160.63,Active,Distressed,2023-02-08,2024-02-03
OBL-00321,FAC-0047,Continental Partners N.V.,Government Entity,74-3024047,Real Estate,Commercial REIT,United States,834,1288793641.29,1084433995.56,Defaulted,Distressed,2021-05-11,2022-03-30
OBL-00322,FAC-0012,Horizon Services S.A.,Non-Profit Organization,40-8094564,Transportation,Logistics,United States,523,44517478.99,5171283.55,Active,Investment Grade,2019-12-04,2021-05-04
OBL-00323,FAC-0039,Meridian Financial Corp.,Corporate,79-8109870,Energy,Renewable Energy,Hong Kong,786,113582679.5,93109962.28,Defaulted,Investment Grade,2020-04-10,2022-02-21
OBL-00324,FAC-0041,National Infrastructure Ltd.,Corporate,80-7454030,Real Estate,Residential REIT,Hong Kong,616,1291077519.22,1007424041.39,Defaulted,Sub-Investment Grade,2019-05-31,2020-01-01
OBL-00325,FAC-0075,American Innovations Ltd.,Corporate,36-3688166,Technology,Hardware,United States,749,62345434.76,56903337.25,Defaulted,Sub-Investment Grade,2022-08-22,2023-12-23
OBL-00326,FAC-0097,Stellar Ventures S.A.,Non-Profit Organization,22-3690114,Retail & Consumer,E-Commerce,China,567,68106072.57,50431446.69,Watchlist,Investment Grade,2023-02-24,2024-12-17
OBL-00327,FAC-0061,Atlantic Capital S.A.,Corporate,90-6126237,Manufacturing,Industrial Equipment,Hong Kong,621,634027304.32,458957575.63,Watchlist,Investment Grade,2019-08-28,2021-05-23
OBL-00328,FAC-0013,Vantage Properties S.A.,Non-Profit Organization,50-8574743,Technology,Hardware,Switzerland,789,1339084529.81,976496583.47,Restructuring,Investment Grade,2022-02-18,2022-12-28
OBL-00329,FAC-0011,Pinnacle Energy N.V.,Corporate,12-1385374,Real Estate,Residential REIT,China,534,457271253.54,36663553.3,Active,High Yield,2020-09-10,2021-09-11
OBL-00330,FAC-0098,American Financial LLC,Special Purpose Vehicle,25-1236808,Healthcare,Hospitals,United Kingdom,838,422586253.07,172186233.9,Active,High Yield,2019-02-17,2020-01-15
OBL-00331,FAC-0064,Vector Energy LLC,Financial Institution,36-4616607,Telecommunications,Wireless,UAE,589,266983494.25,239951338.14,Defaulted,Investment Grade,2020-10-16,2022-02-02
OBL-00332,FAC-0076,Continental Financial N.V.,Government Entity,92-8686718,Retail & Consumer,Grocery,United States,387,67284308.47,62394203.0,Active,High Yield,2023-02-10,2024-11-12
OBL-00333,FAC-0078,American Partners AG,Corporate,16-6584506,Energy,Utilities,United States,540,367057664.01,247041006.19,Active,Sub-Investment Grade,2022-05-09,2023-07-25
OBL-00334,FAC-0082,Summit Solutions AG,Corporate,84-4009366,Government,Municipal,United States,566,161110181.86,94841533.58,Active,Distressed,2019-11-16,2021-06-22
OBL-00335,FAC-0029,International Partners Group,Corporate,26-9375364,Telecommunications,Media,United States,587,209275589.15,141207196.14,Defaulted,Sub-Investment Grade,2021-08-22,2022-07-13
OBL-00336,FAC-0051,United Ventures GmbH,Non-Profit Organization,29-8381800,Retail & Consumer,Luxury Goods,South Korea,354,1377367302.71,1212608054.19,Active,Investment Grade,2021-04-06,2022-12-23
OBL-00337,FAC-0072,Pacific Aerospace Inc.,Financial Institution,55-9140297,Banking & Finance,Investment Banking,United Kingdom,768,737913969.05,114655012.97,Active,Investment Grade,2022-05-09,2024-01-25
OBL-00338,FAC-0008,Titan Systems N.V.,Government Entity,84-4563416,Energy,Oil & Gas,Japan,304,401624583.23,108402742.64,Watchlist,Distressed,2023-01-20,2024-01-07
OBL-00339,FAC-0003,Premier Properties Corp.,Financial Institution,57-2779557,Energy,Mining,Canada,631,1481922226.8,952969486.74,Active,Investment Grade,2019-10-09,2020-05-02
OBL-00340,FAC-0026,National Manufacturing N.V.,Financial Institution,51-3169632,Technology,Cloud Services,United States,516,426233112.52,109052813.49,Restructuring,Investment Grade,2019-12-26,2021-05-26
OBL-00341,FAC-0050,International Enterprises Ltd.,Non-Profit Organization,61-2496331,Real Estate,Development,United States,321,1073199922.58,614060259.4,Restructuring,Investment Grade,2020-05-26,2022-01-04
OBL-00342,FAC-0073,Premier Aerospace S.A.,Government Entity,49-3202624,Energy,Mining,United States,667,1296792232.91,1175815564.89,Defaulted,Investment Grade,2017-02-21,2017-12-21
OBL-00343,FAC-0077,American Innovations S.A.,Non-Profit Organization,57-4126532,Manufacturing,Aerospace,United States,744,435172998.16,196967002.53,Defaulted,High Yield,2023-04-12,2024-12-15
OBL-00344,FAC-0006,Vector Pharmaceuticals AG,Corporate,47-8855414,Technology,Software,Hong Kong,747,633597266.96,389808101.33,Active,High Yield,2022-08-21,2023-07-25
OBL-00345,FAC-0036,Premier Consulting Inc.,Special Purpose Vehicle,19-1756566,Real Estate,Residential REIT,UAE,825,1437560045.47,1149273272.82,Active,Distressed,2021-10-25,2023-07-04
OBL-00346,FAC-0100,International Consulting Corp.,Non-Profit Organization,74-1272943,Retail & Consumer,Food & Beverage,Mexico,416,880424761.81,475477178.31,Defaulted,High Yield,2021-08-28,2023-02-22
OBL-00347,FAC-0080,Horizon Services GmbH,Non-Profit Organization,95-8548873,Energy,Renewable Energy,United States,571,207736329.33,173027240.66,Active,Investment Grade,2022-03-07,2023-07-21
OBL-00348,FAC-0021,Global Capital S.A.,Corporate,11-3881241,Healthcare,Medical Devices,Chile,788,330867864.06,211668852.92,Active,High Yield,2021-03-17,2023-03-14
OBL-00349,FAC-0024,Premier Holdings LLC,Corporate,11-4201127,Government,Municipal,United States,414,1047454005.54,969131467.69,Restructuring,Investment Grade,2020-05-18,2021-12-23
OBL-00350,FAC-0055,American Dynamics GmbH,Corporate,70-8077958,Healthcare,Pharmaceuticals,Netherlands,322,159796376.26,98634766.23,Active,Investment Grade,2023-05-08,2024-05-17
OBL-00351,FAC-0005,Premier Consulting S.A.,Corporate,52-1132108,Energy,Mining,United States,405,40072667.15,17112650.39,Defaulted,High Yield,2020-05-05,2021-05-26
OBL-00352,FAC-0002,Continental Infrastructure Inc.,Special Purpose Vehicle,12-8080061,Retail & Consumer,Food & Beverage,Japan,623,27526440.06,12711597.51,Watchlist,Investment Grade,2023-05-08,2025-03-17
OBL-00353,FAC-0032,Stellar Capital LLC,Corporate,34-8872548,Real Estate,Property Management,United States,652,798314066.71,712109121.89,Active,Investment Grade,2022-06-09,2024-03-09
OBL-00354,FAC-0033,Premier Services S.A.,Financial Institution,96-7044085,Transportation,Shipping,South Korea,783,1233752970.74,838260136.82,Restructuring,Investment Grade,2022-06-18,2023-04-28
OBL-00355,FAC-0060,Allied Enterprises N.V.,Financial Institution,22-7979059,Government,Federal Agency,India,805,921770149.1,584129089.27,Active,Investment Grade,2018-10-24,2019-10-16
OBL-00356,FAC-0062,Titan Industries Corp.,Corporate,65-2912087,Healthcare,Pharmaceuticals,Brazil,532,1421464508.3,482148936.19,Active,Distressed,2019-04-19,2020-04-11
OBL-00357,FAC-0008,Atlantic Infrastructure AG,Special Purpose Vehicle,95-2747213,Healthcare,Biotech,Singapore,351,1419195087.84,1037297078.68,Active,High Yield,2022-11-15,2024-02-11
OBL-00358,FAC-0075,Summit Enterprises PLC,Government Entity,66-9487536,Technology,Software,Chile,810,125800194.24,12597698.07,Defaulted,Investment Grade,2022-04-03,2023-04-28
OBL-00359,FAC-0074,Global Resources GmbH,Corporate,46-9472875,Energy,Utilities,China,475,230299725.8,185659656.09,Active,Sub-Investment Grade,2022-09-23,2024-05-20
OBL-00360,FAC-0088,Stellar Resources LLC,Non-Profit Organization,64-7935859,Manufacturing,Industrial Equipment,India,719,1214483420.48,174922841.08,Active,Distressed,2022-04-27,2024-04-18
OBL-00361,FAC-0018,American Ventures Group,Financial Institution,31-8282524,Manufacturing,Automotive,United States,362,24430079.53,16655071.11,Active,Investment Grade,2022-06-16,2023-02-22
OBL-00362,FAC-0016,Apex Financial Inc.,Non-Profit Organization,45-9854875,Energy,Oil & Gas,Hong Kong,450,81584212.99,52770881.9,Defaulted,High Yield,2023-05-04,2024-09-06
OBL-00363,FAC-0039,Premier Holdings Inc.,Special Purpose Vehicle,52-7543005,Telecommunications,Broadband,United States,429,239015913.52,177465715.84,Watchlist,Distressed,2022-03-25,2023-04-11
OBL-00364,FAC-0055,Global Biotech N.V.,Corporate,40-6099302,Real Estate,Residential REIT,Chile,732,136846529.92,67775853.86,Watchlist,Investment Grade,2022-12-17,2023-07-08
OBL-00365,FAC-0019,Nexus Dynamics N.V.,Government Entity,10-8602547,Banking & Finance,Asset Management,India,647,963306620.37,113306405.44,Active,Distressed,2023-05-05,2024-03-07
OBL-00366,FAC-0053,Titan Services Ltd.,Corporate,51-9664623,Government,Municipal,France,497,54810155.57,34726413.12,Restructuring,Sub-Investment Grade,2022-12-09,2024-06-27
OBL-00367,FAC-0071,Stellar Solutions GmbH,Corporate,67-2309842,Telecommunications,Wireless,UAE,678,722323245.1,282753654.42,Defaulted,Distressed,2021-11-03,2022-07-04
OBL-00368,FAC-0031,Stellar Enterprises LLC,Special Purpose Vehicle,26-9132997,Retail & Consumer,Food & Beverage,South Korea,768,1003454060.0,403640484.63,Active,Distressed,2020-05-24,2022-04-05
OBL-00369,FAC-0043,Pacific Analytics S.A.,Corporate,25-7200623,Transportation,Airlines,Netherlands,596,587376969.69,416551001.22,Active,Distressed,2023-01-08,2024-07-19
OBL-00370,FAC-0068,Atlantic Solutions N.V.,Financial Institution,16-6119801,Energy,Oil & Gas,Singapore,590,530889160.5,152947616.19,Active,Investment Grade,2023-03-04,2023-09-28
OBL-00371,FAC-0006,Horizon Dynamics N.V.,Financial Institution,53-7330138,Telecommunications,Wireless,Chile,786,337780230.53,279312232.17,Restructuring,Distressed,2020-12-23,2022-10-26
OBL-00372,FAC-0069,Vantage Properties N.V.,Financial Institution,59-4906109,Energy,Renewable Energy,United States,704,552028094.6,78130447.01,Active,Distressed,2019-12-19,2020-09-15
OBL-00373,FAC-0096,Meridian Manufacturing Corp.,Government Entity,81-2428614,Banking & Finance,Insurance,India,497,152978949.44,24068796.53,Watchlist,Distressed,2016-04-27,2017-09-05
OBL-00374,FAC-0095,United Capital PLC,Non-Profit Organization,36-5115227,Government,Federal Agency,South Africa,754,442102653.73,376680774.41,Active,Distressed,2020-10-04,2022-09-28
OBL-00375,FAC-0077,United Healthcare Inc.,Non-Profit Organization,77-6324793,Government,State Authority,United States,691,247004088.29,219131244.01,Active,Investment Grade,2020-10-10,2022-06-29
OBL-00376,FAC-0066,Premier Healthcare LLC,Corporate,88-6457472,Technology,Software,France,485,34904886.55,8474096.63,Active,Investment Grade,2018-09-25,2019-08-28
OBL-00377,FAC-0044,Pacific Industries Ltd.,Corporate,86-4967662,Real Estate,Property Management,Brazil,804,175237410.1,148664491.59,Watchlist,Distressed,2022-07-27,2024-02-11
OBL-00378,FAC-0014,Global Healthcare Ltd.,Corporate,44-2703045,Retail & Consumer,E-Commerce,Japan,552,227216925.74,119394548.98,Restructuring,Distressed,2018-03-16,2020-01-20
OBL-00379,FAC-0097,Summit Biotech LLC,Non-Profit Organization,41-8109386,Energy,Utilities,United States,762,70562602.8,42620450.31,Active,Investment Grade,2022-09-30,2023-08-21
OBL-00380,FAC-0062,Pinnacle Financial Ltd.,Special Purpose Vehicle,75-5719620,Telecommunications,Media,United Kingdom,346,134559444.58,117836420.61,Active,Distressed,2020-08-01,2021-10-11
OBL-00381,FAC-0052,Stellar Technologies N.V.,Special Purpose Vehicle,50-6748465,Government,Federal Agency,Japan,567,24355523.28,2845409.92,Restructuring,High Yield,2018-12-11,2020-03-21
OBL-00382,FAC-0033,Atlantic Manufacturing Inc.,Special Purpose Vehicle,70-1071793,Real Estate,Residential REIT,Singapore,309,331582601.0,302086022.63,Defaulted,Investment Grade,2021-09-04,2022-03-19
OBL-00383,FAC-0016,Nexus Properties Corp.,Corporate,58-7005668,Retail & Consumer,Food & Beverage,United States,696,155090694.88,95635500.22,Active,Investment Grade,2020-09-01,2021-03-31
OBL-00384,FAC-0017,Summit Technologies Corp.,Non-Profit Organization,88-6086491,Technology,Cloud Services,Australia,526,176415253.43,37125659.75,Active,High Yield,2017-04-12,2018-07-23
OBL-00385,FAC-0052,Allied Manufacturing S.A.,Corporate,45-9394071,Manufacturing,Automotive,Hong Kong,805,53817497.27,36144886.32,Active,Distressed,2019-09-21,2020-03-26
OBL-00386,FAC-0061,Titan Services PLC,Corporate,96-1387847,Healthcare,Medical Devices,Chile,845,135352256.54,8364343.82,Watchlist,Sub-Investment Grade,2020-07-04,2021-08-21
OBL-00387,FAC-0076,Stellar Healthcare PLC,Corporate,97-9695551,Transportation,Rail,Mexico,777,824274911.8,738484801.49,Active,Sub-Investment Grade,2022-11-08,2024-04-01
OBL-00388,FAC-0009,Global Energy Ltd.,Corporate,20-1425670,Transportation,Airlines,United Kingdom,531,38160821.67,15228418.02,Defaulted,High Yield,2022-06-18,2023-11-03
OBL-00389,FAC-0023,Global Aerospace S.A.,Non-Profit Organization,13-6608665,Technology,Hardware,Germany,556,317502958.36,18955535.71,Active,Investment Grade,2022-10-13,2023-07-19
OBL-00390,FAC-0067,Vantage Analytics GmbH,Non-Profit Organization,22-8490291,Telecommunications,Broadband,China,427,151493254.5,48009580.68,Active,Investment Grade,2021-07-04,2022-03-15
OBL-00391,FAC-0024,National Dynamics N.V.,Government Entity,65-2103777,Banking & Finance,Insurance,China,404,1169192842.4,869311162.57,Defaulted,Investment Grade,2018-09-14,2020-06-07
OBL-00392,FAC-0032,Vantage Properties N.V.,Corporate,68-7441109,Transportation,Airlines,China,775,624466266.08,56850621.31,Restructuring,High Yield,2022-08-13,2023-10-05
OBL-00393,FAC-0024,Titan Ventures N.V.,Corporate,23-2722846,Government,Municipal,Brazil,312,1100176374.73,706299254.87,Watchlist,Investment Grade,2018-07-03,2020-04-07
OBL-00394,FAC-0042,United Resources LLC,Non-Profit Organization,15-2014873,Government,Federal Agency,UAE,430,216420813.23,73068352.97,Active,Distressed,2021-12-18,2023-09-14
OBL-00395,FAC-0015,Premier Analytics Group,Corporate,57-1135590,Retail & Consumer,Luxury Goods,South Korea,830,914098165.24,673435205.75,Watchlist,Investment Grade,2021-06-16,2023-04-07
OBL-00396,FAC-0022,American Ventures Ltd.,Government Entity,70-8841710,Banking & Finance,Investment Banking,Mexico,639,376978119.01,349717034.36,Restructuring,Distressed,2022-02-10,2023-03-03
OBL-00397,FAC-0037,Continental Capital Ltd.,Government Entity,39-8827187,Government,State Authority,Hong Kong,518,138113627.27,13756877.13,Active,High Yield,2021-12-21,2023-11-08
OBL-00398,FAC-0011,American Financial Inc.,Special Purpose Vehicle,24-3389108,Manufacturing,Industrial Equipment,Netherlands,597,312175178.14,293564586.86,Active,Investment Grade,2020-09-01,2021-03-10
OBL-00399,FAC-0061,United Ventures AG,Corporate,32-4288125,Government,State Authority,United States,322,197691925.39,53356228.23,Active,Sub-Investment Grade,2020-01-19,2021-04-11
OBL-00400,FAC-0037,Premier Logistics Ltd.,Corporate,57-3874940,Technology,Software,Netherlands,839,265307162.57,223059901.66,Restructuring,Distressed,2022-10-20,2023-11-19
OBL-00401,FAC-0017,Meridian Energy Group,Corporate,86-8206488,Retail & Consumer,E-Commerce,Canada,550,340797372.29,42345759.12,Active,Distressed,2019-03-08,2020-03-18
OBL-00402,FAC-0034,Atlantic Pharmaceuticals N.V.,Financial Institution,36-2365794,Government,Federal Agency,China,781,105300338.17,24725895.24,Restructuring,Distressed,2022-12-24,2024-04-03
OBL-00403,FAC-0088,Titan Infrastructure GmbH,Government Entity,73-8948342,Technology,Hardware,United States,574,921855984.4,406588189.77,Watchlist,High Yield,2019-11-25,2021-06-09
OBL-00404,FAC-0009,Allied Dynamics S.A.,Financial Institution,83-3637534,Government,Municipal,Canada,683,30818792.77,5943418.73,Active,Distressed,2021-11-11,2023-06-19
OBL-00405,FAC-0079,Titan Analytics Group,Financial Institution,67-8844203,Technology,Hardware,Brazil,742,229973890.94,76810406.61,Active,Sub-Investment Grade,2020-08-25,2022-06-12
OBL-00406,FAC-0077,Summit Holdings PLC,Non-Profit Organization,74-9603205,Telecommunications,Media,Hong Kong,380,24054526.03,10093377.02,Restructuring,Sub-Investment Grade,2019-12-10,2020-08-23
OBL-00407,FAC-0087,Apex Systems PLC,Government Entity,97-5604751,Healthcare,Pharmaceuticals,United States,495,368599266.96,191201565.18,Defaulted,Distressed,2023-03-17,2024-04-01
OBL-00408,FAC-0045,Horizon Innovations Inc.,Financial Institution,93-9600788,Energy,Utilities,Brazil,452,196379803.55,64668014.98,Restructuring,High Yield,2021-12-28,2023-08-15
OBL-00409,FAC-0055,Apex Holdings Group,Non-Profit Organization,34-8193952,Healthcare,Medical Devices,Netherlands,727,61467684.1,34277666.55,Active,High Yield,2023-05-24,2025-03-06
OBL-00410,FAC-0048,Summit Ventures Ltd.,Financial Institution,64-7767404,Telecommunications,Wireless,Australia,850,367715089.12,44834897.3,Active,Sub-Investment Grade,2017-05-01,2019-03-23
OBL-00411,FAC-0051,Pinnacle Technologies S.A.,Corporate,78-7483284,Government,Federal Agency,Canada,492,288818609.31,261382478.58,Active,Investment Grade,2021-06-15,2023-01-16
OBL-00412,FAC-0094,Vantage Aerospace Inc.,Corporate,35-2165866,Manufacturing,Industrial Equipment,Japan,695,125220320.78,80283914.36,Active,Investment Grade,2021-08-30,2022-03-30
OBL-00413,FAC-0027,Stellar Energy LLC,Corporate,26-8019808,Healthcare,Hospitals,Mexico,789,5993968.52,2952659.44,Defaulted,Investment Grade,2018-05-10,2019-10-06
OBL-00414,FAC-0045,United Analytics N.V.,Corporate,85-4405319,Retail & Consumer,Grocery,South Africa,814,147734029.18,60658209.96,Defaulted,High Yield,2023-06-15,2025-04-11
OBL-00415,FAC-0075,Apex Consulting GmbH,Financial Institution,69-1655733,Real Estate,Residential REIT,Canada,393,877064923.72,687051871.77,Active,High Yield,2022-08-13,2024-07-31
OBL-00416,FAC-0046,Pinnacle Properties LLC,Government Entity,82-2602797,Manufacturing,Consumer Goods,United States,702,559003848.06,95365611.7,Defaulted,Investment Grade,2022-08-13,2024-05-22
OBL-00417,FAC-0045,Vector Healthcare AG,Corporate,57-2284021,Healthcare,Medical Devices,India,407,359808466.66,227875370.99,Watchlist,Sub-Investment Grade,2020-02-06,2021-03-14
OBL-00418,FAC-0082,Nexus Energy Group,Government Entity,61-4261550,Retail & Consumer,Food & Beverage,France,706,134411269.05,5699495.74,Active,Investment Grade,2016-10-12,2017-06-23
OBL-00419,FAC-0033,American Biotech Ltd.,Government Entity,66-3353101,Real Estate,Commercial REIT,France,782,976702203.17,430758165.67,Restructuring,Sub-Investment Grade,2022-06-03,2023-02-07
OBL-00420,FAC-0012,United Holdings Inc.,Government Entity,44-3575243,Energy,Renewable Energy,Chile,751,21296066.81,5950917.99,Active,Investment Grade,2022-05-28,2023-12-29
OBL-00421,FAC-0041,Pinnacle Infrastructure PLC,Financial Institution,16-1078278,Healthcare,Pharmaceuticals,Netherlands,349,1258110800.35,999790564.18,Restructuring,High Yield,2022-03-23,2023-01-02
OBL-00422,FAC-0065,Apex Technologies Corp.,Corporate,22-3816607,Healthcare,Medical Devices,Australia,471,228541252.2,3482173.62,Active,High Yield,2021-08-22,2022-03-04
OBL-00423,FAC-0043,Stellar Partners Ltd.,Corporate,23-6982358,Transportation,Airlines,Singapore,631,691785476.79,124569920.91,Active,Investment Grade,2021-01-18,2022-08-25
OBL-00424,FAC-0008,Vantage Financial Inc.,Corporate,37-7897060,Retail & Consumer,Luxury Goods,Mexico,608,417443100.14,87283755.57,Restructuring,Distressed,2022-07-23,2023-10-31
OBL-00425,FAC-0012,Atlantic Ventures LLC,Government Entity,98-6334600,Telecommunications,Wireless,France,793,166220360.08,94724626.22,Active,Sub-Investment Grade,2023-06-27,2025-01-24
OBL-00426,FAC-0099,Global Analytics Corp.,Corporate,40-8189001,Banking & Finance,Insurance,United States,549,579183911.23,387704363.02,Watchlist,Investment Grade,2022-05-24,2023-07-16
OBL-00427,FAC-0054,Continental Services N.V.,Financial Institution,52-3252626,Banking & Finance,Investment Banking,Hong Kong,584,153368160.65,22098366.77,Active,Investment Grade,2021-10-12,2022-05-18
OBL-00428,FAC-0083,Continental Technologies AG,Corporate,95-5166421,Transportation,Rail,China,527,28461005.9,22899386.75,Watchlist,High Yield,2019-07-23,2021-01-03
OBL-00429,FAC-0085,Allied Industries LLC,Corporate,26-2539467,Transportation,Logistics,Netherlands,477,1205514376.59,74001749.31,Watchlist,Distressed,2021-03-21,2021-11-27
OBL-00430,FAC-0011,Continental Healthcare LLC,Special Purpose Vehicle,41-6085186,Healthcare,Medical Devices,Mexico,592,1116456603.31,330348144.87,Watchlist,High Yield,2022-09-05,2023-09-22
OBL-00431,FAC-0079,Vector Logistics S.A.,Special Purpose Vehicle,88-8271756,Healthcare,Hospitals,United States,459,477734166.99,163195347.55,Restructuring,High Yield,2022-07-15,2023-07-01
OBL-00432,FAC-0096,Atlantic Biotech LLC,Corporate,58-8778776,Banking & Finance,Insurance,United States,613,1051159869.32,920244082.21,Active,Sub-Investment Grade,2022-09-19,2024-09-18
OBL-00433,FAC-0064,Global Capital AG,Government Entity,57-9245225,Retail & Consumer,Food & Beverage,Brazil,714,189393784.98,84430907.9,Active,High Yield,2019-07-17,2020-07-25
OBL-00434,FAC-0019,Pacific Energy N.V.,Corporate,34-8319864,Manufacturing,Industrial Equipment,United States,561,1204610725.85,673249171.16,Restructuring,Sub-Investment Grade,2023-02-05,2023-09-12
OBL-00435,FAC-0029,Continental Aerospace Inc.,Non-Profit Organization,56-1474058,Transportation,Rail,India,451,151291168.91,55382628.63,Active,Distressed,2021-07-16,2022-09-21
OBL-00436,FAC-0095,Pacific Innovations Corp.,Government Entity,59-7671743,Telecommunications,Broadband,Australia,382,553460950.45,500433487.72,Watchlist,Investment Grade,2020-12-27,2021-07-07
OBL-00437,FAC-0065,Horizon Dynamics S.A.,Non-Profit Organization,21-2833314,Retail & Consumer,Grocery,United States,652,726745851.88,345650851.03,Restructuring,Investment Grade,2023-01-21,2024-08-14
OBL-00438,FAC-0014,Pacific Holdings S.A.,Special Purpose Vehicle,63-5837546,Real Estate,Residential REIT,United States,741,21178356.12,3388087.09,Active,Investment Grade,2022-12-26,2023-06-25
OBL-00439,FAC-0044,Horizon Technologies LLC,Corporate,17-4065690,Manufacturing,Aerospace,Germany,496,533851214.24,254904914.06,Active,High Yield,2022-05-12,2024-02-12
OBL-00440,FAC-0094,Apex Capital N.V.,Corporate,71-9140210,Telecommunications,Wireless,United Kingdom,403,202553071.62,72684571.76,Active,Investment Grade,2022-03-21,2022-11-21
OBL-00441,FAC-0068,International Aerospace GmbH,Non-Profit Organization,53-8205036,Real Estate,Commercial REIT,United States,644,123607014.07,92976851.09,Active,Sub-Investment Grade,2023-02-04,2025-01-16
